OLT_ALIAS,value
OLT_C610_HUACAYBAMBA_1,9
OLT_C610_HUACRACHUCO_1,3
OLT_C610_HUANCABAMBA_4,5
OLT_C610_HUANCANE_5,5
OLT_C610_HUANCA_SANCOS_2,2
OLT_C610_HUARI_4,5
OLT_C610_HUAYTARA_2,4
OLT_C610_INAPARI_1,2
OLT_C610_IZCUCHACA_4,2
OLT_C610_JESUS_HUANUCO_1,8
OLT_C610_JULCAN_1,7
OLT_C610_JUMBILLA_1,5
OLT_C610_JUNIN_7,5
OLT_C610_LAMPA_2,7
OLT_C610_LAMUD_1,8
OLT_C610_LA_JOLLA_AS_1_F1,2
OLT_C610_LA_UNION_HUANUCO_2,4
OLT_C610_LIRCAY_6,12
OLT_C610_LLAMELLIN_1,8
OLT_C610_LLATA_2,8
OLT_C610_MACUSANI_2,15
OLT_C610_MOHO_2,9
OLT_C610_OCROS_1,7
OLT_C610_OMATE_1,5
OLT_C610_OYON_3,11
OLT_C610_PAMPAS_4,1
OLT_C610_PANAO_1,10
OLT_C610_PARURO_1,6
OLT_C610_PAUCARTAMBO_2,8
OLT_C610_PAUSA_2,11
OLT_C610_PICOTA_1,5
OLT_C610_PISCOBAMBA_1,11
OLT_C610_PUERTO_INCA_2,10
OLT_C610_PUQUIO_2,2
OLT_C610_PUTINA_2,11
OLT_C610_RODRIGUEZ_DE_MENDOZA_5,7
OLT_C610_SANDIA_2,10
OLT_C610_SANTIAGO_DE_CHUCO_1,11
OLT_C610_SANTO_TOMAS_1,9
OLT_C610_SAN_IGNACIO_6,2
OLT_C610_SAN_JOSE_DE_SISA_1,5
OLT_C610_SAN_LUIS_ANCASH_1,11
OLT_C610_SAN_MIGUEL_CAJ_2,8
OLT_C610_SAN_PABLO_4,11
OLT_C610_SIHUAS_4,17
OLT_C610_SUCCHUBAMBA_4,3
OLT_C610_TAMBOBAMBA_2,15
OLT_C610_TARATA_1,3
OLT_C610_TAYABAMBA_1,8
OLT_C610_URCOS_4,6
OLT_C610_VILCAS_HUAMAN_2,17
OLT_C610_YANAHUANCA_2,11
OLT_C610_YANAOCA_1,5
OLT_C610_YAURI_4,8
OLT_C610_YAUYOS_1,11
OLT_MA5600T_CAJAMARCA_62,10981
OLT_MA5600T_CHINCHAALTA_40,8087
OLT_MA5600T_PUCALLPA_52,8130
OLT_MA5600T_PUNO_43,3473
OLT_MA5800_ABANCAY_25,5306
OLT_MA5800_AREQUIPA_44,816
OLT_MA5800_AYAVIRI_7,975
OLT_MA5800_BAMBAMARCA_4,491
OLT_MA5800_BANOS_DEL_INCA_5,1235
OLT_MA5800_BARRANCA_16,4222
OLT_MA5800_BARRANCO_24,1528
OLT_MA5800_CAJAMARCA_62_F2,3361
OLT_MA5800_CALLAO_52,651
OLT_MA5800_CANETE_10,3279
OLT_MA5800_CASA_GRANDE_7,1831
OLT_MA5800_CAYMA_19,53
OLT_MA5800_CEDROS_DE_VILLA_2,837
OLT_MA5800_CHACARILLA_12,503
OLT_MA5800_CHORRILLOS_33,814
OLT_MA5800_CHORRILLOS_SG_34_F1,3551
OLT_MA5800_CHOTA_6,1013
OLT_MA5800_CHULUCANAS_8,1462
OLT_MA5800_CIUDAD_NUEVA_12,2763
OLT_MA5800_CONO_SUR_14,3632
OLT_MA5800_CUSCO_66,1055
OLT_MA5800_CUTERVO_8,1924
OLT_MA5800_EL_CERCADO_19,61
OLT_MA5800_EL_PINO_2,4
OLT_MA5800_EL_RETABLO_21,859
OLT_MA5800_HIGUERETA_39,5663
OLT_MA5800_HIGUERETA_41_F1,5563
OLT_MA5800_HIGUERETA_41_F2,817
OLT_MA5800_HIGUERETA_CQ_40_F1,5235
OLT_MA5800_HIGUERETA_CQ_40_F2,8203
OLT_MA5800_HUACHO_45,11657
OLT_MA5800_HUANUCO_50,8368
OLT_MA5800_HUARAL_30,4070
OLT_MA5800_HUARAZ_40,11259
OLT_MA5800_HUAURA_9,2135
OLT_MA5800_ILAVE_4,1111
OLT_MA5800_ILO_18,2911
OLT_MA5800_IMPERIAL_8,3317
OLT_MA5800_JAEN_17,4705
OLT_MA5800_LAS_CASUARINAS_7,396
OLT_MA5800_LAS_FLORES_3,360
OLT_MA5800_LAS_GARDENIAS_13,487
OLT_MA5800_LAS_LAGUNAS_17,244
OLT_MA5800_LAS_LAGUNAS_18_F1,4539
OLT_MA5800_LA_MOLINA_21,516
OLT_MA5800_LA_MOLINA_22_F1,7562
OLT_MA5800_LA_VICTORIA_42,20
OLT_MA5800_LINCE_31,3348
OLT_MA5800_LOS_FICUS_23,688
OLT_MA5800_LOS_OLIVOS_47,157
OLT_MA5800_LOS_ORGANOS_3,698
OLT_MA5800_LURIN_11,3
OLT_MA5800_MACARENA_4,588
OLT_MA5800_MAGDALENA_49,4772
OLT_MA5800_MAGDALENA_50_F1,8060
OLT_MA5800_MAGDALENA_51,6136
OLT_MA5800_MANCORA_8,992
OLT_MA5800_MIRAFLORES_66,1970
OLT_MA5800_MIRAFLORES_67,1477
OLT_MA5800_MIRAFLORES_68_F1,1054
OLT_MA5800_MONTERRICO_53,3179
OLT_MA5800_MONTERRICO_55_F1,1250
OLT_MA5800_MONTERRICO_LC_54_F1,6200
OLT_MA5800_NUEVA_CAJAMARCA_4,1194
OLT_MA5800_PAIJAN_5,1868
OLT_MA5800_PAITA_12,1995
OLT_MA5800_PAMPAINALAMBRICA_13,2165
OLT_MA5800_PARAMONGA_7,3477
OLT_MA5800_PATIVILCA_5,529
OLT_MA5800_PIURA_59,257
OLT_MA5800_PUCALLPA_52_F2,6981
OLT_MA5800_PUENTE_PIEDRA_3,227
OLT_MA5800_PUERTO_NUEVO_CL_1_F1,2
OLT_MA5800_PUNO_47,3880
OLT_MA5800_QUERECOTILLO_4,1203
OLT_MA5800_QUILLABAMBA_7,1966
OLT_MA5800_RIMAC_3,980
OLT_MA5800_RIOJA_5,2367
OLT_MA5800_SAGITARIO_10,1539
OLT_MA5800_SANISIDRO_43,2625
OLT_MA5800_SANTA_CLARA_25,94
OLT_MA5800_SANTA_PATRICIA_2,6007
OLT_MA5800_SAN_BORJA_38,2690
OLT_MA5800_SAN_BORJA_39_F1,8791
OLT_MA5800_SAN_BORJA_39_F2,5071
OLT_MA5800_SAN_BORJA_40,3709
OLT_MA5800_SAN_BORJA_41_F1,540
OLT_MA5800_SAN_ISIDRO_44_F1,4872
OLT_MA5800_SAN_ISIDRO_44_F2,4629
OLT_MA5800_SAN_ISIDRO_46,4700
OLT_MA5800_SAN_ISIDRO_47_F1,3110
OLT_MA5800_SAN_ISIDRO_47_F2,166
OLT_MA5800_SAN_JOSE_55,3099
OLT_MA5800_SAN_JUAN_51,39
OLT_MA5800_SAN_MIGUEL_17,1107
OLT_MA5800_SAN_ROQUE_20,586
OLT_MA5800_SECHURA_4,1203
OLT_MA5800_SULLANA_48,10010
OLT_MA5800_TACNA_48,7982
OLT_MA5800_TALARA_23,5823
OLT_MA5800_TARAPOTO_46,6098
OLT_MA5800_TINGO_MARIA_12,4617
OLT_MA5800_TRUJILLO_60,1054
OLT_MA5800_TUMBES_30,5425
OLT_MA5800_URUBAMBA_6,1032
OLT_MA5800_VITARTE_44,51
OLT_MA5800_WASHINGTON_58,3174
OLT_MA5800_WASHINGTON_59_F1,4240
OLT_MA5800_WASHINGTON_59_F2,3
OLT_MA5800_X17_MAQUETA,502
OLT_MA5800_YARINACOCHA_8,2583
OLT_MA5800_YUNGUYO_4,1025
OLT_MA5800_ZARUMILLA_9,2102
P_OLT_C600_BARRANCO_1,1415
P_OLT_C600_CALLAO_1,4929
P_OLT_C600_CANTO_GRANDE_1,1368
P_OLT_C600_CEDROS_DE_VILLA_1,7519
P_OLT_C600_CEDROS_DE_VILLA_2,1691
P_OLT_C600_CHORRILLOS_1,6491
P_OLT_C600_CHORRILLOS_2,1557
P_OLT_C600_EL_RETABLO_1,1962
P_OLT_C600_HIGUERETA_1,2509
P_OLT_C600_HIGUERETA_2,914
P_OLT_C600_JOSE_GALVEZ_1,334
P_OLT_C600_LA_VICTORIA_1,5926
P_OLT_C600_LA_VICTORIA_2,1092
P_OLT_C600_LOS_OLIVOS_1,162
P_OLT_C600_MARIATEGUI_1,1280
P_OLT_C600_PRIMERO_DE_MAYO_1,5623
P_OLT_C600_PRIMERO_DE_MAYO_2,1028
P_OLT_C600_SANTA_PATRICIA_1,5712
P_OLT_C600_SANTA_PATRICIA_2,248
P_OLT_C600_SANTA_ROSA_1,1629
P_OLT_C600_SAN_BORJA_1,3331
P_OLT_C600_SAN_ISIDRO_1,2064
P_OLT_C600_SAN_ISIDRO_2,18
P_OLT_C600_SAN_JOSE_1,5546
P_OLT_C600_SAN_JOSE_2,5007
P_OLT_C600_SAN_JOSE_3,5
P_OLT_C600_SAN_JUAN_1,7489
P_OLT_C600_SAN_JUAN_2,5567
P_OLT_C600_SAN_JUAN_3,1117
P_OLT_C600_SAN_MIGUEL_1,5446
P_OLT_C600_SAN_MIGUEL_2,2914
P_OLT_C600_SAN_MIGUEL_3,300
P_OLT_C600_VILLA_EL_SALVADOR_1,4524
P_OLT_C600_VILLA_EL_SALVADOR_2,240
P_OLT_C600_VITARTE_1,6781
P_OLT_C600_VITARTE_2,313
P_OLT_C600_WASHINGTON_1,1307
P_OLT_C600_ZARATE_1,2342
